ā kā piàn	阿咖片
zhōng yào chāo wēi yǐn piàn	中藥超微飲片
zhōng yào miǎn jiān kē lì	中藥免煎顆粒
zhōng yào nóng suō kē lì	中藥濃縮顆粒
zhōng yào pèi fāng kē lì	中藥配方顆粒
zhōng yào pò bì yǐn piàn	中藥破壁飲片
zhǔ dòng bǎ xiàng zhì jì	主動靶向製劑
zhú hóng jūn sù ruǎn gāo	竹紅菌素軟膏
zhū líng duō táng jiāo náng	豬苓多糖膠囊
zhū pò ān shén dān wán	朱珀安神丹丸
zhù shè qǔ kè lú dīng	注射曲克蘆丁
zhū tuō yǎng dǎn suān piàn	豬脫氧膽酸片
zhú yū tōng mài jiāo náng	逐瘀通脈膠囊
zhū zi gān tài jiāo náng	珠子肝泰膠囊
zhuǎn huà táng zhù shè yè	轉化糖注射液
zhuǎn yí yīn zǐ jiāo náng	轉移因子膠囊
zhuǎn yí yīn zǐ róng yè	轉移因子溶液
zhuàng gǔ shēn jīn jiāo náng	壯骨伸筋膠囊
zhuàng shèn jiàn yāo jiāo náng	壯腎健腰膠囊
zhuàng shèn yì qì kē lì	壯腎益氣顆粒
zhuàng yáng chūn kǒu fú yè	壯陽春口服液
zhuàng yuán jiàn shèn jiāo náng	壯元健腎膠囊
zhuàng yuán qiáng shèn kē lì	壯元強腎顆粒
zhuī fēng shū jīn tiē gāo	追風舒筋貼膏
zhuó mǎ dān guǐ jiù wán	卓瑪丹鬼臼丸
zǐ dān yín xiè jiāo náng	紫丹銀屑膠囊
zǐ huā dì dīng ruǎn gāo	紫花地丁軟膏
zǐ huā dù juān jiāo náng	紫花杜鵑膠囊
zǐ jú zhǐ ké táng jiāng	紫桔止咳糖漿
zǐ kòu wán dà mì wán	紫蔻丸大蜜丸
zǐ lóu wèi kāng jiāo náng	紫樓胃康膠囊
zǐ sè shí ruǐ shì yè	紫色石蕊試液
zǐ shān chún zhù shè yè	紫杉醇注射液
zī shèn jiàn nǎo kē lì	滋腎健腦顆粒
zī shèn míng mù jiāo náng	滋腎明目膠囊
zī shēng wán nóng suō wán	資生丸濃縮丸
zī xīn yīn kǒu fú yè	滋心陰口服液
zī yīn yì wèi jiāo náng	滋陰益胃膠囊
zǒng dǎn gù chún shì jì	總膽固醇試劑
zōng lǘ lǜ méi sù piàn	棕櫚氯黴素片
zǔ shī má fēng shī gāo	祖師麻風溼膏
zǔ shī má zhù shè yè	祖師麻注射液
zǔ shī má zhù shè yè	祖獅麻注射液
zú yè yǐ zhù shè yè	足葉乙注射液
zuān shān fēng fēng shī yóu	鑽山風風濕油
zuì jiā dòng huà cháng piàn	最佳動畫長片
zuì jiā jì lù cháng piàn	最佳紀錄長片
zuì jiā jù qíng cháng piàn	最佳劇情長片
zuò gǔ shén jīng tòng wán	坐骨神經痛丸
zuǒ jiǎ zhuàng xiàn sù piàn	左甲狀腺素片
zuǒ mǐ qǔ pǔ tǎn piàn	佐米曲普坦片
zuǒ pǐ kè lóng jiāo náng	佐匹克隆膠囊
zuǒ qiǎng bǐng pài qín piàn	左羥丙哌嗪片
zuǒ quē nuò yùn tóng piàn	左炔諾孕酮片
zuǒ xuán duō bā jiāo náng	左旋多巴膠囊
zuǒ xuán mī zuò chá jì	左旋咪唑搽劑
zuǒ yǎng fú shā xīng piàn	左氧氟沙星片
zuǒ yǐ lā xī tǎn piàn	左乙拉西坦片
ā běn dá zuò jǔ jué piàn	阿苯達唑咀嚼片
ā dé fú wéi zhǐ jiāo náng	阿德福韋酯膠囊
ā fǎ dí sān ruǎn jiāo náng	阿法迪三軟膠囊
ā fǎ gǔ huà chún jiāo náng	阿法骨化醇膠囊
ā fǎ luó dìng zhù shè yè	阿法羅定注射液
ā guī yǎng xuè kǒu fú yè	阿歸養血口服液
ā jiā qǔ bān zhù shè yè	阿加曲班注射液
ā mǐ kǎ xīng dī yǎn yè	阿米卡星滴眼液
ā mǐ kǎ xīng zhù shè yè	阿米卡星注射液
ā mǐ tì lín zhù shè yè	阿米替林注射液
ā mò xī lín fēn sǎn piàn	阿莫西林分散片
ā mò xī lín gàn táng jiāng	阿莫西林乾糖漿
ā mò xī lín jǔ jué piàn	阿莫西林咀嚼片
ā nà rì shí sì wèi sàn	阿那日十四味散
ā ní xī tǎn fēn sǎn piàn	阿尼西坦分散片
ā pū mǎ fēi zhù shè yè	阿撲嗎啡注射液
ā qí méi sù cháng róng piàn	阿奇黴素腸溶片
ā qí méi sù fēn sàn piàn	阿奇黴素分散片
ā qí méi sù hùn xuán jì	阿奇黴素混懸劑
ā qí méi sù kē lì jì	阿奇黴素顆粒劑
ā qí méi sù ruǎn jiāo náng	阿奇黴素軟膠囊
ā qí méi sù zhù shè yè	阿奇黴素注射液
ā sī pǐ lín cháng róng piàn	阿司匹林腸溶片
ā sī pǐ lín fēn sǎn piàn	阿司匹林分散片
ā sī pǐ lín fēn sǎn piàn	阿斯匹林分散片
ā sī pǐ lín gài niào sàn	阿司匹林鈣脲散
ā sī pǐ lín huǎn shì piàn	阿司匹林緩釋片
ā sī pǐ lín jǔ jué piàn	阿司匹林咀嚼片
ā sī pǐ lín pào téng piàn	阿司匹林泡騰片
ā sī pǐ lín xīn jiāo náng	阿司匹林鋅膠囊
ā táng bāo gān zhù shè yè	阿糖胞苷注射液
ā tuō fá tā tīng gài piàn	阿託伐他汀鈣片
ā wèi shè xiāng huà jī gāo	阿魏麝香化積膏
ā wèi suān nà zhù shè yè	阿魏酸鈉注射液
ā xī luò wéi dī yǎn yè	阿昔洛韋滴眼液
ā xī luò wéi fēn sǎn piàn	阿昔洛韋分散片
ā xī luò wéi huǎn shì piàn	阿昔洛韋緩釋片
ā xī luò wéi jǔ jué piàn	阿昔洛韋咀嚼片
ā xī luò wéi zhù shè yè	阿昔洛韋注射液
ā xī mò sī fēn sǎn piàn	阿昔莫司分散片
ā zhēn yǎng xuè kǒu fú yè	阿珍養血口服液
ài huó niào tōng cháng róng piàn	愛活尿通腸溶片
ài sī luò ěr zhù shè yè	艾司洛爾注射液
ài sī zuò lún zhù shè yè	艾司唑侖注射液
ān biàn qīng méi sù nà shuān	氨苄青黴素鈉栓
ān biàn xī lín bǐng huáng shū	氨苄西林丙磺舒
ān dīng sān chún zhù shè yè	氨丁三醇注射液
ān fēn bǐ lín zhù shè yè	氨酚比林注射液
ān fēn chái hú zhù shè yè	氨酚柴胡注射液
ān fēn huáng nà mǐn kē lì	氨酚黃那敏顆粒
ān fēn kā huáng wán àn piàn	氨酚咖黃烷胺片
ān fēn lā míng kǒu fú yè	氨酚拉明口服液
ān fēn lǜ tīng wěi má piàn	氨酚氯汀僞麻片
ān fēn lǜ zōng fēn sǎn piàn	氨酚氯宗分散片
ān fēn qiǎng kǎo tóng jiāo náng	氨酚羥考酮膠囊
ān fēn wěi má fēn sǎn piàn	氨酚偽麻分散片
ān fēn wěi má jǔ jué piàn	氨酚偽麻咀嚼片
ān fēn wěi má lǜ tīng piàn	氨酚偽麻氯汀片
ān fēn wěi má měi fēn piàn	氨酚偽麻美芬片
ān fēn wěi má nà mǐn piàn	氨芬僞麻那敏片
ān fēn wěi má nà mǐn piàn	氨酚偽麻那敏片
ān jī dīng suān jī dòng jì	氨基丁酸激動劑
ān jī dīng suān jié kàng jì	氨基丁酸拮抗劑
ān jī jǐ suān zhù shè yè	氨基己酸注射液
ān jī pú táo táng jiāo náng	氨基葡萄糖膠囊
ān jī tóng wù suān zhì jì	氨基酮戊酸製劑
ān jī yǐ suān zhù shè yè	氨基已酸注射液
ān jiǎ běn suān zhù shè yè	氨甲苯酸注射液
ān jiǎ huán suān zhù shè yè	氨甲環酸注射液
ān jiǎ huán suān zhù shè yè	氨鉀環酸注射液
ān kā huáng mǐn kǒu fú yè	氨咖黃敏口服液
ān mián bǔ nǎo kǒu fú yè	安眠補腦口服液
ān nà dù ěr zhù shè yè	安那度爾注射液
ān pǔ lái shì zhù shè yè	安普萊士注射液
ān shén bǔ nǎo kǒu fú yè	安神補腦口服液
ān shén bǔ nǎo ruǎn jiāo náng	安神補腦軟膠囊
ān shén bǔ qì nóng suō wán	安神補氣濃縮丸
ān shén yǎng xuè kǒu fú yè	安神養血口服液
ān tài sù liú suān xīn piàn	氨肽素硫酸鋅片
ān táng měi xīn cháng róng piàn	氨糖美辛腸溶片
ān tè zhèn nǎo níng kē lì	安特鎮腦寧顆粒
ān xiù suǒ huǎn shì jiāo náng	氨溴索緩釋膠囊
ān xiù suǒ kǒu fú róng yè	氨溴索口服溶液
ān xiù tè luó kǒu fú yè	氨溴特羅口服液
ān yù měi má fēn sǎn piàn	氨愈美麻分散片
ān zhì jīng huá sàn jiāo náng	安置精華散膠囊
áng dān sī qióng zhù shè yè	昂丹司瓊注射液
áng lì yī hào kǒu fú yè	昂立一號口服液
ào bù kǎ yīn dī yǎn yè	奧布卡因滴眼液
ào fēn xiù ǎn zhù shè yè	奧芬溴銨注射液
ào lā xī tǎn zhù shè yè	奧拉西坦注射液
ào luò tā dìng dī yǎn yè	奧洛他定滴眼液
ào měi lā zuò cháng róng piàn	奧美拉唑腸溶片
ào shā lā qín nà jiāo náng	奧沙拉秦鈉膠囊
ào shā lì bó zhù shè yè	奧沙利鉑注射液
ào shā pǔ qín cháng róng piàn	奧沙普嗪腸溶片
ào shā pǔ qín cháng róng piàn	奧沙普秦腸溶片
ào shā pǔ qín fēn sǎn piàn	奧沙普嗪分散片
ào shā pǔ qín fēn sǎn piàn	奧沙普秦分散片
ào xiāo zuò báo mó yī piàn	奧硝唑薄膜衣片
bā hén zhǐ yǎng ruǎn huà gāo	疤痕止癢軟化膏
bā wèi hé wèi kǒu fú yè	八味和胃口服液
bā wèi qín pí wán shuǐ wán	八味秦皮丸水丸
bā wèi qīng xīn chén xiāng sàn	八味清心沉香散
bā wèi xiǎo bò pí jiāo náng	八味小檗皮膠囊
bā zhēn kē lì wú táng xíng	八珍顆粒無糖型
bā zhèng kē lì wú táng xíng	八正顆粒無糖型
bǎi hé gèng nián ān kē lì	百合更年安顆粒
bǎi hé gù jīn kǒu fú yè	百合固金口服液
bǎi hé gù jīn nóng suō wán	百合固金濃縮丸
bǎi hé suān zǎo rén jiāo náng	百合酸棗仁膠囊
bǎi huā huó xuè diē dǎ gāo	百花活血跌打膏
bái xì bāo kē lì yì cháng	白細胞顆粒異常
bǎi xuǎn xià tǎ rè jiāo náng	百癬夏塔熱膠囊
bǎi zhī qū shī pēn wù jì	柏梔祛濕噴霧劑
bái zhǐ shàn gǎn mào kē lì	白紙扇感冒顆粒
bǎi zǐ zī xīn nóng suō wán	柏子滋心濃縮丸
bǎn lán jiě dú zhù shè yè	板藍解毒注射液
bān máo suān nà zhù shè yè	斑蝥酸鈉注射液
bāo lín dǎn jiǎn nà jiāo náng	胞磷膽鹼鈉膠囊
bǎo líng yùn bǎo kǒu fú yè	保靈孕寶口服液
bào màn bó kè yì zhì jì	鮑曼伯克抑制劑
bāo quán yǎng diàn fěn jiāo náng	包醛氧澱粉膠囊
báo zhī táng tài zhù shè yè	薄芝糖肽注射液
bèi lì zhǐ ké kǒu fú yè	貝瀝止咳口服液
bèi nà yán suān pǔ lì piàn	貝那鹽酸普利片
bèi nuò zhǐ wéi jǔ jué piàn	貝諾酯維咀嚼片
bèi tā mǐ sōng zhù shè yè	倍他米松注射液
bèi tā sī dīng zhù shè yè	倍他司丁注射液
bèi tā sī tīng kǒu fú yè	倍他司汀口服液
bèi tā sī tīng zhù shè yè	倍他司汀注射液
bèi zhé mó zhě de xuè yè	被折磨者的血液
běn hǎi lā míng zhù shè yè	苯海拉明注射液
běn jiǎ suān biàn zhǐ chá jì	苯甲酸苄酯搽劑
běn kǎ bā jǐng cháng róng piàn	苯卡巴肼腸溶片
běn tì lào àn kǒu fú yè	苯替酪胺口服液
běn xiān jiǎ xiāo zuò jiāo náng	苯酰甲硝唑膠囊
běn zuò xī lín nà jiāo náng	苯唑西林鈉膠囊
bǐ bèi dì ěr huǎn shì piàn	吡貝地爾緩釋片
bǐ lā xī tǎn fēn sǎn piàn	吡拉西坦分散片
bǐ lā xī tǎn kǒu fú yè	吡拉西坦口服液
bǐ lā xī tǎn zhù shè yè	吡拉西坦注射液
bǐ liú wēng xīn qì wù jì	吡硫翁鋅氣霧劑
bǐ luó xī kāng cháng róng piàn	吡羅昔康腸溶片
bǐ luó xī kāng zhù shè yè	吡羅昔康注射液
bì měi tàn suān qīng nà piàn	鉍鎂碳酸氫鈉片
bǐ nuò kè xīn dī yǎn yè	吡諾克辛滴眼液
bǐ róu bǐ xīng zhù shè yè	吡柔比星注射液
bǐ shā kě dìng cháng róng piàn	比沙可啶腸溶片
bì xiè fēn qīng wán shuǐ wán	萆薢分清丸水丸
bì yún shā yǐ gān kē lì	碧雲砂乙肝顆粒
biān hào wǔ wèi zǐ táng jiāng	編號五味子糖漿
biàn jī qīng méi sù nà yán	苄基青黴素鈉鹽
biàn jī qù jiǎ lì fú píng	苄基去甲利福平
biàn yǐ èr àn qīng méi sù	苄乙二胺青黴素
biǎo róu bǐ xīng zhù shè yè	表柔比星注射液
bié piào chún huǎn shì jiāo náng	別嘌醇緩釋膠囊
bīn huò tòng fēng kǒu fú yè	檳藿痛風口服液
bīng fán qīng dú shēng jī sàn	冰礬清毒生肌散
bǐng kǎ bā jǐng cháng róng piàn	丙卡巴肼腸溶片
bǐng kǎ tè luó qì wù jì	丙卡特羅氣霧劑
bīng láng sì xiāo dà mì wán	檳榔四消大蜜丸
bīng lěng shù jīng dí kǎ piàn	冰冷樹精的卡片
bǐng suān gāo tóng zhù shè yè	丙酸睾酮注射液
bǐng wù suān měi huǎn shì piàn	丙戊酸鎂緩釋片
bǐng wù suān nà huǎn shì piàn	丙戊酸鈉緩釋片
bǐng wù suān nà kǒu fú yè	丙戊酸鈉口服液
bǐng wù suān nà táng yī piàn	丙戊酸鈉糖衣片
bǐng yǎng ān fēn fù fāng piàn	丙氧氨酚複方片
bīng zhēn qīng mù dī yǎn yè	冰珍清目滴眼液
bīng zhēn qù yì dī yǎn yè	冰珍去翳滴眼液
bīng zhī shāng tòng qì wù jì	冰梔傷痛氣霧劑
bó lái méi sù zhù shè yè	博萊黴素注射液
bō li lí zǐ zhān gù yè	玻璃離子粘固液
bō li suān méi zhù shè yè	玻璃酸酶注射液
bō li suān nà zhù shè yè	玻璃酸鈉注射液
bó yán bǔ shèn bān lóng piàn	搏延補腎斑龍片
bù bǐ kǎ yīn zhù shè yè	布比卡因注射液
bù bù èr shì yí zhí piàn	布布二氏移植片
bù cháng nǎo xīn tōng jiāo náng	步長腦心通膠囊
bù dì nài dé bí pēn jì	布地奈德鼻噴劑
bù dì nài dé qì wù jì	布地奈德氣霧劑
bù dì nài dé wù huà jì	布地奈德霧化劑
bù lín zuǒ àn dī yǎn yè	布林佐胺滴眼液
bù luò fēn gàn hùn xuán jì	布洛芬乾混懸劑
bù luò fēn huǎn shì jiāo náng	布洛芬緩釋膠囊
bù luò fēn hùn xuán dī jì	布洛芬混懸滴劑
bù luò wěi má fēn sǎn piàn	布洛偽麻分散片
bù luò wěi má hùn xuán yè	布洛偽麻混懸液
bù luò wěi má ruǎn jiāo náng	布洛偽麻軟膠囊
bù měi tā ní zhù shè yè	布美他尼注射液
bǔ nǎo ān shén táng yī piàn	補腦安神糖衣片
bǔ pí ān shén kǒu fú yè	補脾安神口服液
bǔ pí xiāo jī kǒu fú yè	補脾消積口服液
bǔ pí yì shèn kǒu fú yè	補脾益腎口服液
bǔ shèn ān shén kǒu fú yè	補腎安神口服液
bǔ shèn jiàn pí kǒu fú yè	補腎健脾口服液
bǔ shèn rùn fèi kǒu fú yè	補腎潤肺口服液
bǔ shèn tián jīng kǒu fú yè	補腎填精口服液
bǔ shèn yǎng xuè kǒu fú yè	補腎養血口服液
bǔ shèn yì qì kǒu fú yè	補腎益氣口服液
bǔ shèn zhuàng gǔ kǒu fú yè	補腎壯骨口服液
bù wàng èr shì yí zhí piàn	布旺二氏移植片
bǔ zhōng yì qì kǒu fú yè	補中益氣口服液
bǔ zhōng yì qì nóng suō wán	補中益氣濃縮丸
cān bǎi níng shén kǒu fú yè	參百寧神口服液
cān biān bǔ shèn kǒu fú yè	參鞭補腎口服液
cān dì yì shèn kǒu fú yè	參地益腎口服液
cán é gōng bǔ kǒu fú yè	蠶蛾公補口服液
cān é wēn shèn kǒu fú yè	參蛾溫腎口服液
cān é zhù yáng kǒu fú yè	參蛾助陽口服液
cān guī bǔ shèn kǒu fú yè	參龜補腎口服液
cān guī yǎng xuè kǒu fú yè	參歸養血口服液
cān kūn yǎng xuè kǒu fú yè	參坤養血口服液
cān líng jiàn wèi kǒu fú yè	參苓健胃口服液
cān lù fú zhèng kǒu fú yè	參鹿扶正口服液
cān lù jiàn shèn kǒu fú yè	參鹿健腎口服液
cān sān qī shāng yào jiāo náng	參三七傷藥膠囊
cān shù jiàn zhōng kǒu fú yè	參術健中口服液
cān suǒ bā jǐ kǒu fú yè	參鎖巴戟口服液
cān wū ān shén kǒu fú yè	參烏安神口服液
cān xiān shēng mài kǒu fú yè	參仙升脈口服液
cān zǎo jiàn nǎo kǒu fú yè	參棗健腦口服液
cān zhī ān shén kǒu fú yè	參芝安神口服液
cāng ěr zi bí yán jiāo náng	蒼耳子鼻炎膠囊
cāng líng zhǐ xiè kǒu fú yè	蒼苓止瀉口服液
cāng qín zhǐ xiè kǒu fú yè	蒼芩止瀉口服液
cǎo mù xī liú jìn yè piàn	草木犀流浸液片
cǎo wū jiǎ sù kǒu fú yè	草烏甲素口服液
cǎo wū jiǎ sù zhù shè yè	草烏甲素注射液
chá jiǎn diǎn gān yóu yǐ jì	茶鹼碘甘油酏劑
chá jiǎn má huáng jiǎn jiāo náng	茶鹼麻黃鹼膠囊
chái xīn gǎn mào zhù shè yè	柴辛感冒注射液
chán lóng dìng chuǎn kǒu fú yè	蟾龍定喘口服液
chán shè jiù xīn wán shuǐ wán	蟾麝救心丸水丸
chán sū zhèn tòng bā bù gāo	蟾酥鎮痛巴布膏
cháng bái fù ěr chūn jiāo náng	長白復爾春膠囊
cháng chéng zhǐ ké chuǎn táng jiāng	長城止咳喘糖漿
cháng chūn àn huǎn shì jiāo náng	長春胺緩釋膠囊
cháng chūn ruì bīn ruǎn jiāo náng	長春瑞濱軟膠囊
cháng chūn ruì bīn zhù shè yè	長春瑞濱注射液
cháng chūn xī tīng zhù shè yè	長春西汀注射液
cháng nèi yíng yǎng hùn xuán yè	腸內營養混懸液
cháng qìng fēng shī zhèn tòng piàn	長慶風濕鎮痛片
cháng róng huǎn shì kē lì jì	腸溶緩釋顆粒劑
cháng shì suān xìng ròu yá zhǒng	腸嗜酸性肉芽腫
cháng sōng bā wèi chén xiāng sàn	常松八味沉香散
chén xiāng lòu bái lù jiāo náng	陳香露白露膠囊
chǐ tòng xiāo yán líng kē lì	齒痛消炎靈顆粒
chì tòng xiāo yán líng kē lì	赤痛消炎靈顆粒
chóng cǎo bèi bāo jūn jiāo náng	蟲草被孢菌膠囊
chóng cǎo chuān bèi zhǐ ké gāo	蟲草川貝止咳膏
chóng cǎo shēn qí kǒu fú yè	蟲草參芪口服液
chóng cǎo tóu bāo jūn jiāo náng	蟲草頭孢菌膠囊
chú zhàng zé hǎi fǔ jiāo náng	除障則海甫膠囊
chuān bèi zhǐ ké kǒu fú yè	川貝止咳口服液
chuān bèi zhǐ sòu kǒu fú yè	川貝止嗽口服液
chuān sū jiù xīn pēn wù jì	川蘇救心噴霧劑
chuān xīn lián nèi zhǐ dī wán	穿心蓮內酯滴丸
chuān xīn lián nèi zhǐ jiāo náng	穿心蓮內酯膠囊
chuān xiōng chá tiáo kǒu fú yè	川芎茶調口服液
chuān xiōng chá tiáo nóng suō wán	川芎茶調濃縮丸
chuān xiōng chá tiáo wán shuǐ wán	川芎茶調丸水丸
chuàng guān pái yáng shēn hán piàn	創冠牌洋參含片
chuí tǐ hòu yè zhù shè yè	垂體後葉注射液
cí èr chún huǎn shì tiē piàn	雌二醇緩釋貼片
cí èr chún kòng shì tiē piàn	雌二醇控釋貼片
cī lā xī tǎn kǒu fú yè	呲拉西坦口服液
cì lǜ suān nà xiāo dú jì	次氯酸鈉消毒劑
cì wǔ jiā nǎo líng jiāo náng	刺五加腦靈膠囊
cì wū yǎng xīn kǒu fú yè	刺烏養心口服液
cōng róng tōng biàn kǒu fú yè	蓯蓉通便口服液
cù ān běn fēng zhù shè yè	醋氨苯碸注射液
cù ān jǐ suān xīn jiāo náng	醋氨己酸鋅膠囊
cù ān yǐ suān xīn jiāo náng	醋氨乙酸鋅膠囊
cù ān yǐ suān xīn jiāo náng	醋氨已酸鋅膠囊
cù lǜ fēn suān cháng róng piàn	醋氯芬酸腸溶片
cù lǜ fēn suān fēn sǎn piàn	醋氯芬酸分散片
cù suān dì sāi mǐ sōng piàn	醋酸地塞米松片
cù suān fú qīng sōng bīng piàn	醋酸氟輕鬆冰片
cù suān fú qīng sōng chá jì	醋酸氟輕鬆搽劑
cù suān fú qīng sōng ruǎn gāo	醋酸氟輕鬆軟膏
cù suān fú qīng sōng ruǎn gāo	醋酸氟氫鬆軟膏
cù suān huán bǐng yùn tóng piàn	醋酸環丙孕酮片
cù suān jiǎ dì yùn tóng piàn	醋酸甲地孕酮片
cù suān jiǎ nài qīng kūn piàn	醋酸甲萘氫醌片
cù suān jiǎ qiǎng yùn tóng piàn	醋酸甲羥孕酮片
cù suān lǜ jǐ dìng ruǎn gāo	醋酸氯己定軟膏
cù suān pō ní sōng lóng piàn	醋酸潑尼松龍片
dà bǔ yīn wán shuǐ mì wán	大補陰丸水蜜丸
dá gān sù nà zhù shè yè	達肝素鈉注射液
dà huáng huáng lián xiè xīn tāng	大黃黃連瀉心湯
dà huáng tàn suān qīng nà piàn	大黃碳酸氫鈉片
dà huáng yè lǜ sù tóng nà	大黃葉綠素銅鈉
dà huó luò wán dà mì wán	大活絡丸大蜜丸
dá kǎ bā qín zhù shè yè	達卡巴嗪注射液
dà kē lì lín bā xì bāo	大顆粒淋巴細胞
dà zhū hóng jǐng tiān jiāo náng	大株紅景天膠囊
dān dēng tōng nǎo ruǎn jiāo náng	丹燈通腦軟膠囊
dān fó wèi ěr kāng kē lì	丹佛胃爾康顆粒
dān hóng huà yū kǒu fú yè	丹紅化瘀口服液
dǎn jiǎn shòu tǐ jī dòng jì	膽鹼受體激動劑
dān lán tōng luò kǒu fú yè	丹藍通絡口服液
dàn pǔ sāi dūn zhù shè yè	氮普噻噸注射液
dān shēn kē lì wú táng xíng	丹參顆粒無糖型
dàn tóng kāng zuò dī ěr yè	氮酮康唑滴耳液
dǎn wéi dīng kǒu fú rǔ yè	膽維丁口服乳液
dān xī yù píng fēng kē lì	丹溪玉屏風顆粒
dān xiāng guān xīn zhù shè yè	丹香冠心注射液
dān xiāo suān shān lí zhǐ piàn	單硝酸山梨酯片
dǎn yǐng pú àn zhù shè yè	膽影葡胺注射液
dān zhōng jiē gǔ xù jīn piàn	丹中接骨續筋片
dàn zhuó sī tīng bí pēn jì	氮卓斯汀鼻噴劑
dāng fēi lì gān níng jiāo náng	當飛利肝寧膠囊
dāng guī bǔ xuè kǒu fú yè	當歸補血口服液
dāng guī fù tòng níng dī wán	當歸腹痛寧滴丸
dāng guī jì shēng zhù shè yè	當歸寄生注射液
dāng guī niān tòng kǒu fú yè	當歸拈痛口服液
dāng guī yǎng xuè kǒu fú yè	當歸養血口服液
dé dū hóng huā qī wèi sàn	德都紅花七味散
dé dū hóng huā qī wèi wán	德都紅花七味丸
dé měi tōng cháng róng jiāo náng	得每通腸溶膠囊
dé shèng jīn gāng gǎn mào piàn	德勝金鋼感冒片
dēng zhǎn huā sù zhù shè yè	燈盞花素注射液
dēng zhǎn xì xīn kǒu fú yè	燈盞細辛口服液
dēng zhǎn xì xīn zhù shè yè	燈盞細辛注射液
dì ào xīn xuè kāng jiāo náng	地奧心血康膠囊
dì ào xīn xuè kāng kē lì	地奧心血康顆粒
dì ào xīn xuè kāng ruǎn gāo	地奧心血康軟膏
dī dìng liàng qīng liàng mù piàn	低定量輕量木片
dì hóng méi sù cháng róng piàn	地紅黴素腸溶片
dì huáng rùn tōng kǒu fú yè	地黃潤通口服液
dì mǔ níng shén kǒu fú yè	地牡寧神口服液
dī pào jīn shǔ qīng xǐ jì	低泡金屬清洗劑
dì pǐ fú lín dī yǎn yè	地匹福林滴眼液
dì sāi mǐ sōng dī yǎn yè	地塞米松滴眼液
dì sāi mǐ sōng zhān tiē piàn	地塞米松粘貼片
dì sāi mǐ sōng zhù shè yè	地塞米松注射液
dī wēn xīn zàng tíng bó yè	低溫心臟停搏液
diān guì ài nà xiāng jiāo náng	滇桂艾納香膠囊
diǎn jiě lín dìng zhù shè yè	碘解磷定注射液
diǎn kè shā chún zhù shè yè	碘克沙醇注射液
diǎn pǔ luó àn zhù shè yè	碘普羅胺注射液
diào wèi bái zhú zé xiè sàn	調胃白朮澤瀉散
dīng bǐng nuò fēi shé xià piàn	丁丙諾啡舌下片
dīng bǐng nuò fēi zhù shè yè	丁丙諾啡注射液
dīng èr suān luò shā píng piàn	丁二酸洛沙平片
dīng gē dì ěr zhù shè yè	丁咯地爾注射液
dīng gōng téng fēng shī yào jiǔ	丁公藤風濕藥酒
dìng jūn shēng huó jūn jiāo náng	定君生活菌膠囊
dīng xiāng luó lè yóu rǔ gāo	丁香羅勒油乳膏
dōng bǎo kǒu fú yè chuán rǎn	冬寶口服液傳染
dòng gān fēng wáng jiāng jiāo náng	凍乾蜂王漿膠囊
dōng làng dàng jiǎn qì wù jì	東莨菪鹼氣霧劑
dōng làng dàng jiǎn zhù shè yè	東莨菪鹼注射液
dōng líng cǎo báo mó yī piàn	冬凌草薄膜衣片
dōng shèng gǎn mào líng kē lì	東聖感冒靈顆粒
dōng shèng zhǐ ké líng táng jiāng	東聖止咳靈糖漿
dōng shèng zhǐ xiè líng kē lì	東聖止瀉靈顆粒
dú huó jì shēng kǒu fú yè	獨活寄生口服液
dú máo huā gān zhù shè yè	毒毛花苷注射液
dú sù lèi dú sù hé jì	毒素類毒素合劑
dù tòng jiàn wèi zhěng cháng wán	肚痛健胃整腸丸
dù zhòng bǔ yāo kǒu fú yè	杜仲補腰口服液
dù zhòng kē lì wú táng xíng	杜仲顆粒無糖型
duǎn bàng zhuàng gǎn jūn zhì jì	短棒狀桿菌製劑
duì yǐ xiān ān jī fēn piàn	對乙酰氨基酚片
duì yǐ xiān ān jī fēn wán	對乙酰氨基酚丸
duì yǐ xiān ān jī suān piàn	對乙酰氨基酸片
duō jù míng jiāo zhù shè yè	多聚明膠注射液
duō kàng jiǎ sù kǒu fú yè	多抗甲素口服液
duō pān lì tóng fēn sǎn piàn	多潘立酮分散片
duō róu bǐ xīng zhù shè yè	多柔比星注射液
duō shā pǔ lún zhù shè yè	多沙普侖注射液
duō suǒ chá jiǎn kǒu fú yè	多索茶鹼口服液
duō suǒ chá jiǎn zhù shè yè	多索茶鹼注射液
duō wéi tiě kǒu fú róng yè	多維鐵口服溶液
duō wéi yuán sù fēn sàn piàn	多維元素分散片
duō wéi yuán sù jǔ jué piàn	多維元素咀嚼片
duō xī tā sài zhù shè yè	多西他賽注射液
duō zhǒng wéi shēng sù táng wán	多種維生素糖丸
ē jiāo bǔ xuè kǒu fú yè	阿膠補血口服液
ē jiāo dāng guī kǒu fú yè	阿膠當歸口服液
ē jiāo huáng qí kǒu fú yè	阿膠黃芪口服液
ē jiāo mǔ lì kǒu fú yè	阿膠牡蠣口服液
ē jiāo qiáng gǔ kǒu fú yè	阿膠強骨口服液
ē jiāo yì shòu kǒu fú yè	阿膠益壽口服液
é qù yǎng dǎn suān jiāo náng	鵝去氧膽酸膠囊
è xìng kē lì xì bāo liú	惡性顆粒細胞瘤
