ā wèi	阿魏
yā shì yǎn xī chóng	鸭嗜眼吸虫
yà sù hǎi nǐ lǐ	亚速海拟鲤
yà tè lā sī lóng	亚特拉斯龙
yā wēi yuán xī chóng	鸦微缘吸虫
yǎ yǎ chī ā yú	雅雅吃阿鱼
yǎ zhì lěng shuǐ huā	雅致冷水花
yǎ zhì nán lì yú	雅致南丽鱼
yǎ zhì shuāng zhū luó	雅致双珠螺
yǎ zhì sī kē zhū	雅致斯科蛛
yǎ zhì yù fèng huā	雅致玉凤花
yǎ zhì zhēn máo jué	雅致针毛蕨
yà zhōu cháng fǎng zhū	亚洲长纺蛛
yà zhōu diǎn pào chóng	亚洲碘泡虫
yà zhōu hā lín chóng	亚洲哈鳞虫
yà zhōu hú guā yú	亚洲胡瓜鱼
yà zhōu huáng hūn niǎo	亚洲黄昏鸟
yà zhōu huī liáng niǎo	亚洲辉椋鸟
yà zhōu qiān shǒu luó	亚洲千手螺
yà zhōu sōng tián shǔ	亚洲松田鼠
yà zhōu xī lín chóng	亚洲锡鳞虫
yà zhōu yán cí xiè	亚洲岩瓷蟹
yán ǎi cháng hé yú	岩矮长颌鱼
yǎn bān hǎi kuí yú	眼斑海葵鱼
yǎn bān jiāo què diāo	眼斑椒雀鲷
yǎn bān liàng lì diāo	眼斑亮丽鲷
yǎn bān luǒ xiōng shàn	眼斑裸胸鳝
yǎn bān nǐ chún yú	眼斑拟唇鱼
yǎn bān nǐ kuī yú	眼斑拟盔鱼
yǎn bān shí shǒu yú	眼斑石首鱼
yǎn bān shǒu bì yú	眼斑手躄鱼
yǎn bān shuāng jù yú	眼斑双锯鱼
yǎn bān tiān zhú yú	眼斑天竺鱼
yǎn bān wèi què diāo	眼斑鳚雀鲷
yǎn bān xià kǒu nián	眼斑下口鲶
yǎn bān xuě bīng yú	眼斑雪冰鱼
yǎn bān zú bì yú	眼斑足躄鱼
yán biān chē zhóu cǎo	延边车轴草
yán chǎng dān bāo jūn	盐场单胞菌
yán chǎng gān xíng jūn	盐场杆形菌
yán chì fēng máo jú	延翅风毛菊
yán chì shé gēn cǎo	延翅蛇根草
yǎn dài hé bāo yú	眼带荷包鱼
yǎn dài lán zǐ yú	眼带蓝子鱼
yǎn dài lán zi yú	眼带篮子鱼
yǎn dài luǒ xiōng shàn	眼带裸胸鳝
yǎn dài máo bí nián	眼带毛鼻鲶
yǎn dài shí bān yú	眼带石斑鱼
yǎn dài zhā zhú diāo	眼带扎竺鲷
yǎn diǎn gǒu mǔ yú	眼点狗母鱼
yǎn diǎn hǎi zhū yú	眼点海猪鱼
yǎn diǎn luǒ xiōng shàn	眼点裸胸鳝
yān dū huá xià niǎo	燕都华夏鸟
yán fēng xiè jiǎ cǎo	盐丰蟹甲草
yān fù yà kǒu yú	烟腹亚口鱼
yàn hóng bā jiāo luó	艳红芭蕉螺
yàn hóng juǎn guǎn luó	艳红卷管螺
yàn hóng měi fǎ luó	艳红美法螺
yán jí ěr chǐ shòu	延吉尔齿兽
yán jí qiān shǒu luó	岩棘千手螺
yán jiān mò tóu yú	岩间墨头鱼
yǎn jiāng guāng chán yú	眼缰光蟾鱼
yǎn jìng zhuó huā niǎo	眼镜啄花鸟
yán juàn wěi dài diāo	岩卷尾袋貂
yǎn kuàng niú wěi yú	眼眶牛尾鱼
yán lǐ diǎn pào chóng	岩鲤碘泡虫
yán lǐ liǎng jí chóng	岩鲤两极虫
yān mài nǐ niǎn luó	燕麦拟捻螺
yǎn měi duǎn cháng jué	奄美短肠蕨
yán méi hǔ ěr cǎo	岩梅虎耳草
yǎn méi lā mó xiè	眼眉拉摩蟹
yǎn měi shuāng gài jué	奄美双盖蕨
yàn měi yáng táo luó	艳美杨桃螺
yán mó pǔ lì yú	研磨朴丽鱼
yán pō yù fèng huā	岩坡玉凤花
yán qī jiāo què diāo	岩栖椒雀鲷
yān sè guāng sāi yú	烟色光鳃鱼
yān sè lín qī luó	烟色鳞䗩螺
yán shēng cuì què huā	岩生翠雀花
yán shēng dú suàn lán	岩生独蒜兰
yán shēng duō máo xiǎn	岩生多毛藓
yán shēng é ěr lì	岩生鹅耳枥
yán shēng fèng wěi xiǎn	岩生凤尾藓
yán shēng hòu ké guì	岩生厚壳桂
yán shēng jiǎn gǔ yǐng	岩生剪股颖
yán shēng léng zi qín	岩生棱子芹
yán shēng pú ér gēn	岩生蒲儿根
yán shēng qiān lǐ guāng	岩生千里光
yán shēng qiū hǎi táng	岩生秋海棠
yán shēng shí xiān táo	岩生石仙桃
yán shēng suì mǐ jì	岩生碎米荠
yán shēng tí gài jué	岩生蹄盖蕨
yán shēng tóu zuǐ jú	岩生头嘴菊
yán shēng xiǎo bào chūn	岩生小报春
yán shēng yáng jiǎo mián	岩生羊角棉
yán shēng yě gǔ cǎo	岩生野古草
yán shēng yín lián huā	岩生银莲花
yán shēng yíng zi cǎo	岩生蝇子草
yán shēng zhū zi mù	岩生珠子木
yán shí bā jiāo luó	岩石芭蕉螺
yán shì kuàng dēng yú	颜氏眶灯鱼
yán shū lóng tóu yú	岩梳隆头鱼
yán sì wǎn nán lóng	岩寺皖南龙
yān sǐ zhè tiáo yú	淹死这条鱼
yān tái bǔ xuè cǎo	烟台补血草
yān tái cuì què huā	烟台翠雀花
yān tái piāo fú cǎo	烟台飘拂草
yān tái sòng zǐ niǎo	烟台送子鸟
yǎn tíng zhōng yì chóng	蝘蜓中缢虫
yán tóu cháng hé yú	岩头长颌鱼
yàn wěi nǐ què diāo	焰尾拟雀鲷
yǎn wěi yīng zhú diāo	眼尾鹦竺鲷
yān wén jí qié yú	烟纹棘茄鱼
yǎn wò ěr fū cǎo	偃卧耳稃草
yàn wú chǐ zhī lǐ	咽无齿脂鲤
yán xīn liàng lì diāo	岩新亮丽鲷
yán xué xiā hǔ yú	岩穴鰕虎鱼
yán yè shān guì huā	延叶山桂花
yán yǔ luǎn guǒ jué	延羽卵果蕨
yǎn yuán dēng jiá diāo	眼原灯颊鲷
yàn yuán jīn huā chóng	艳猿金花虫
yán yuán méi huā cǎo	盐源梅花草
yàn zhǎo yín hàn yú	燕沼银汉鱼
yān zhī nǐ lì yú	胭脂拟丽鱼
yān zhī pǔ lì yú	胭脂朴丽鱼
yān zhī zhū lóng cǎo	胭脂猪笼草
yàn zhū zuǒ zhuī luó	艳珠左锥螺
yàn zuǐ táng nà què	燕嘴唐纳雀
yáng bā è zhú yú	扬巴腭竺鱼
yàng bì lóu tī cǎo	漾濞楼梯草
yǎng bí niè zhī lǐ	仰鼻啮脂鲤
yáng fān hú dié yú	扬旛蝴蝶鱼
yáng jiāng sān jiǎo chóng	阳江三角虫
yáng jiǎo gǒu mǔ yú	羊角狗母鱼
yáng jiǎo tiān zhú diāo	羊角天竺鲷
yáng jiǎo yīng zhú diāo	羊角鹦竺鲷
yáng máo róng qiú xiè	羊毛绒球蟹
yáng píng fèng xiān huā	羊坪凤仙花
yáng shān shù yāo xiè	阳山束腰蟹
yáng shì fù máng mán	杨氏副盲鳗
yáng shì jù dēng yú	杨氏炬灯鱼
yáng shì nián máng mán	杨氏黏盲鳗
yáng shì piáo là chán	杨氏瓢蜡蝉
yáng shì sān qiáng xiè	杨氏三强蟹
yáng shì wān chǐ niǎo	杨氏弯齿鸟
yáng shì zhǔn máng mán	杨氏准盲鳗
yáng táo bái diāo luó	杨桃白雕螺
yáng tóu cháng hé yú	羊头长颌鱼
yǎng wò gǎn biāo cǎo	仰卧秆藨草
yǎng wò qī gū cǎo	仰卧漆姑草
yáng yù yè jīn huā	洋玉叶金花
yáng zǐ dān jí chóng	扬子单极虫
yāo dài juǎn guǎn luó	腰带卷管螺
yāo dài máo lì yú	腰带矛丽鱼
yāo dài pǔ lì yú	腰带朴丽鱼
yào kǒng tòu kǒng luó	钥孔透孔螺
yào mù máo bí nián	耀目毛鼻鲶
yáo shān gǔ jīng cǎo	瑶山谷精草
yáo shān lóu tī cǎo	瑶山楼梯草
yáo shān xī zǐ jué	瑶山稀子蕨
yáo shì gāo yuán qiū	姚氏高原鳅
yáo tān jiān xī qiū	窑滩间吸鳅
yāo wén zhū chǐ yú	腰纹猪齿鱼
yào yǎn dǐ dēng yú	耀眼底灯鱼
yāo yàn jí dīng chóng	妖艳吉丁虫
yào yǎn kuàng dēng yú	耀眼眶灯鱼
yào yòng gǒu yá huā	药用狗牙花
yào yòng niú shé cǎo	药用牛舌草
yào yòng shǔ wěi cǎo	药用鼠尾草
yào yòng yīn dì jué	药用阴地蕨
yáo yuǎn xiǎo chí lóng	遥远小驰龙
yào zhì yàn lì yú	耀栉咽丽鱼
yě ǎi cháng hé yú	野矮长颌鱼
yè bān bái gū yú	腋斑白姑鱼
yè bān guāng sāi yú	腋斑光鳃鱼
yè bān pǔ tí yú	腋斑普提鱼
yè chún zé lì yú	叶唇择丽鱼
yě dì zhōng è cǎo	野地钟萼草
yè è měng shuǐ zǎo	叶颚猛水蚤
yě gōu zuǐ lì yú	野钩嘴丽鱼
yè huā chǐ yuán cǎo	腋花齿缘草
yè huā hái er cǎo	腋花孩儿草
yè huā niǔ bǐng huā	腋花扭柄花
yè huā yíng zi cǎo	夜花蝇子草
yè jù fù zhī lǐ	叶锯腹脂鲤
yě lǐ diǎn pào chóng	野鲤碘泡虫
yě qí chǐ lì yú	野奇齿丽鱼
yè qiú dǐng bīng huā	腋球顶冰花
yě shēng duǎn jiāng xiè	野生短浆蟹
yè sī dà yǎn diāo	曳丝大眼鲷
yě sì tiān zhú yú	野似天竺鱼
yè sī zuān zuǐ yú	曳丝钻嘴鱼
yé wǎ xì zhī lǐ	耶瓦细脂鲤
yě wú chǐ zhī lǐ	野无齿脂鲤
yè xíng ruǎn shān hú	叶形软珊瑚
yè yóu báo bì yú	夜游薄躄鱼
yě zhū mǔ lì yú	野珠母丽鱼
yì bāo tí gài jué	异孢蹄盖蕨
yì bèi fēng xìn zi	异被风信子
yī bǐ lì yà niǎo	伊比利亚鸟
yì bì liàn méi jūn	异壁链霉菌
yì biàn ā bō yú	易变阿波鱼
yì biàn ōu yǎ yú	易变欧雅鱼
yì biàn pí zhī lǐ	易变魮脂鲤
yí bīn diǎn pào chóng	宜宾碘泡虫
yí bīn liǎng jí chóng	宜宾两极虫
yì bǐng chì guǒ jú	翼柄翅果菊
yī bó máo lì yú	伊博矛丽鱼
yì bō sāi dōng lóng	异波塞东龙
yī bù lǐ hú nián	伊布里胡鲶
yì bù qióng lì yú	异布琼丽鱼
yì cháng diǎn pào chóng	异常碘泡虫
yí chāng huá xī xiè	宜昌华溪蟹
yí chāng lín máo jué	宜昌鳞毛蕨
yí chāng lóu tī cǎo	宜昌楼梯草
yí chāng piāo fú cǎo	宜昌飘拂草
yì cháng shěn shì xiè	异常沈氏蟹
yì chǐ dà dīng cǎo	翼齿大丁草
yì chì dú wěi cǎo	异翅独尾草
yì chǐ hé zhēn yú	异齿颌针鱼
yì chǐ liè fù yú	异齿裂腹鱼
yì chǐ máo bí nián	异齿毛鼻鲶
yì chǐ niè lì yú	异齿镊丽鱼
yì chǐ qián gāng mán	异齿前肛鳗
yì chǐ shì xīng nián	异齿视星鲶
yī chǐ xiǎo mǐ cǎo	一齿小米草
yì chún liè fù yú	异唇裂腹鱼
yì dà lì gǒu yú	意大利狗鱼
yì dài jiá lì yú	异带颊丽鱼
yì dài zhòng yá diāo	异带重牙鲷
yì dān gōng xiàn chóng	异单宫线虫
yī dí nǐ bái yú	伊迪拟白鱼
yì diǎn hú dié yú	一点蝴蝶鱼
yí dū dān jí chóng	宜都单极虫
yī dū máo bí nián	伊都毛鼻鲶
yì è fèng xiān huā	异萼凤仙花
yì è fèng xiān huā	翼萼凤仙花
yì ěr gǔ shé yú	异耳骨舌鱼
yì fù bèi jiǎ nián	异腹背甲鲶
yì fù duǎn zhī nián	异腹短枝鲶
yì gòng lín máo jué	易贡鳞毛蕨
yì gòng tí gài jué	易贡蹄盖蕨
yì gòng zǐ bǐng jué	易贡紫柄蕨
yì guǒ chǐ yuán cǎo	异果齿缘草
yì guǒ duǎn cháng jué	异果短肠蕨
yì guǒ shuāng gài jué	异果双盖蕨
yì hàn hé wěn mán	异颔颌吻鳗
yì hé pǔ lì yú	异颌朴丽鱼
yì hēi chǐ qú jīng	异黑齿鼩鼱
yì huài huán lèi luó	易坏环肋螺
yí huò zhū lóng cǎo	疑惑猪笼草
yì jī duǎn cháng jué	异基短肠蕨
yì jǐ fù zhī lǐ	异嵴腹脂鲤
yì jí máo gōu nián	异棘毛钩鲶
yì jī shuāng gài jué	异基双盖蕨
yī jīn pǔ tí yú	伊津普提鱼
yī kè xīng jiǎ nián	伊克兴甲鲶
yì kǒu mò tóu yú	异口墨头鱼
yì kǒu pǔ lì yú	异口朴丽鱼
yí kuò pán xī chóng	胰阔盘吸虫
yī lā zhī lì yú	伊拉织丽鱼
yī lán měng shuǐ zǎo	伊兰猛水蚤
yī lǎng liè tún yú	伊朗裂臀鱼
yī lǎng ōu bái yú	伊朗欧白鱼
yī lǎng yǎ luó yú	伊朗雅罗鱼
yī lí liè fù yú	伊犁裂腹鱼
yī lì shā bīng nián	伊丽沙兵鲶
yí liáng méi huā cǎo	彝良梅花草
yí liáng mò tóu yú	宜良墨头鱼
yì liè duǎn cháng jué	异裂短肠蕨
yì liè shuāng gài jué	异裂双盖蕨
yì lín hǎi xī yú	异鳞海蜥鱼
yì lín jiào gū yú	异鳞叫姑鱼
yì lín lèi máo jué	异鳞肋毛蕨
yī mài cháng hé yú	伊迈长颌鱼
yì máng é guān cǎo	异芒鹅观草
yì máo cì xiàn chóng	异毛刺线虫
yì máo hǔ ěr cǎo	异毛虎耳草
yì mén diān zǐ cǎo	易门滇紫草
yì náng diǎn pào chóng	异囊碘泡虫
yì nián fēng líng cǎo	一年风铃草
yì qí bā jiǎo yú	异鳍八角鱼
yì qí cuò jiǎ nián	异鳍锉甲鲶
yì qí nǐ kuī yú	异鳍拟盔鱼
yì qí shí wén yú	异鳍食蚊鱼
yī sà cì dié yú	伊萨刺蝶鱼
yì sè shǔ wěi cǎo	异色鼠尾草
yí sè tiān zhú diāo	一色天竺鲷
yì sè yán cí xiè	异色岩瓷蟹
yì sè yún nán qiū	异色云南鳅
yī shì cuò jiǎ nián	伊氏锉甲鲶
yī shì duō cǎi nián	伊氏多彩鲶
yī shì guǎn wěn nián	伊氏管吻鲶
yī shì huǒ kǒu yú	伊氏火口鱼
yì shì jīn shàn chóng	易氏金扇虫
yī shì jīng yóu nián	伊氏鲸油鲶
yī shì kuàng dēng yú	伊氏眶灯鱼
yī shì liè fù yú	伊氏裂腹鱼
yī shì máo bí nián	伊氏毛鼻鲶
yī shì máo jiǎ xiè	伊氏毛甲蟹
yī shì máo lì yú	伊氏矛丽鱼
yī shì mò tóu yú	伊氏墨头鱼
yī shì niè zhī lǐ	伊氏啮脂鲤
yī shì pí zhī lǐ	伊氏魮脂鲤
yī shì qīng yǎn yú	伊氏青眼鱼
yī shì shí bān yú	伊氏石斑鱼
yī shì xiā hǔ yú	伊氏鰕虎鱼
yī shì xià kǒu nián	伊氏下口鲶
yī shì xiǎo yóu nián	伊氏小油鲶
yī shì yīng zuǐ yú	伊氏鹦嘴鱼
yì sī yuán chún yú	异丝圆唇鱼
yì suì huán lèi luó	易碎环肋螺
yì suì shuāng qiāng lóng	易碎双腔龙
yì suì xiē yǐng cǎo	异穗楔颖草
yì tài diǎn pào chóng	异态碘泡虫
yī téng shì fēi lǐ	伊藤氏绯鲤
yì tián pǔ tí yú	益田普提鱼
yì tián shì hú diāo	益田氏狐鲷
yì tiáo pí zhī lǐ	异条魮脂鲤
yì tū hé zhī lǐ	异突颌脂鲤
yì wǎng tái xiǎn chóng	翼网苔藓虫
yì wěi gāo yuán qiū	异尾高原鳅
yī wěi xún yǎng yú	一尾寻氧鱼
yì wén hé wěn mán	异纹颌吻鳗
yì wén luǒ xiōng shàn	异纹裸胸鳝
yì wén pí zhī lǐ	异纹魮脂鲤
yì wén tǐ xiàn chóng	翼纹体线虫
yī xiàn huá xī xiè	黟县华溪蟹
yì xiàn jǐn zhōu niǎo	义县锦州鸟
yì xiǎo gān xiàn chóng	异小杆线虫
yì xíng diǎn pào chóng	异型碘泡虫
yì xíng dòu cí xiè	异形豆瓷蟹
yǐ xíng jīn xiǎo fēng	蚁形金小蜂
yì xíng pǔ lì yú	鮨形朴丽鱼
yì xíng wěi bāo chóng	异形尾孢虫
yì xíng xiǎo juàn é	异形小卷蛾
yì xíng xiē duò yú	异型蝎舵鱼
yì xíng zǎo piàn xiè	异形藻片蟹
yì xíng zhān tǐ chóng	异型粘体虫
yì xíng zǐ bān dié	异型紫斑蝶
yì xiù cháo xiǎn qiū	益秀朝鲜鳅
yì xù hǔ wěi cǎo	异序虎尾草
yì yá tù jiǎ nián	异牙兔甲鲶
yí yǎn liàng lì diāo	遗眼亮丽鲷
yì yàng diǎn pào chóng	异样碘泡虫
yì yào yán jiē cǎo	异药沿阶草
yì yè hǔ ěr cǎo	异叶虎耳草
yì yè lěng shuǐ huā	异叶冷水花
yì yè lín shǐ jué	异叶鳞始蕨
yì yè líng chǐ jué	异叶陵齿蕨
yì yè lóu tī cǎo	异叶楼梯草
yì yè shuāng chún jué	异叶双唇蕨
yì yè yuán bǎo cǎo	异叶元宝草
yī yī gā dí niǎo	伊伊嘎迪鸟
yì yì xiā hǔ yú	异翼鰕虎鱼
yì yǐn náng jué suān	异隐囊蕨酸
yì yǐng jī jī cǎo	异颖芨芨草
yì yǐng sān máng cǎo	异颖三芒草
yì yù zhě zhú diāo	异域褶竺鲷
yì zǎi jì jū xiè	异仔寄居蟹
yì zhǎng duǎn jiāng xiè	异掌短浆蟹
yí zhēn jù kǒu yú	疑真巨口鱼
yì zhī hǔ ěr cǎo	异枝虎耳草
yì zhuàng píng zi cǎo	翼状瓶子草
yì zhuàng zhū lóng cǎo	翼状猪笼草
yí zì cì wěi diāo	一字刺尾鲷
yì zú měng shuǐ zǎo	异足猛水蚤
yín bái guāng sāi yú	银白光鳃鱼
yín bái ōu yǎ yú	银白欧雅鱼
yǐn bǎn céng kǒng chóng	隐板层孔虫
yín bàn chǐ zhī lǐ	银半齿脂鲤
yǐn bàn shān méi cǎo	隐瓣山莓草
yǐn bàn yíng zi cǎo	隐瓣蝇子草
yǐn bì qiàn xiàn luó	隐蔽嵌线螺
yǐn bǐng jiān zuǐ jué	隐柄尖嘴蕨
yīn cáo pǔ lì yú	阴曹朴丽鱼
yīn cáo shé xiōng shàn	阴曹蛇胸鳝
yǐn chǐ píng jiǎ nián	隐齿平甲鲶
yǐn chǐ pǔ lì yú	隐齿朴丽鱼
yǐn chì quē qí nián	隐翅缺鳍鲶
yǐn cóng chì ké jūn	隐丛赤壳菌
yín dà má hā yú	银大麻哈鱼
yín dà mǎ hā yú	银大马哈鱼
yín dà yǎn zhī lǐ	银大眼脂鲤
yín dài jí lín yú	银带棘鳞鱼
yīn dào máo dī chóng	阴道毛滴虫
yīn dì cuì què huā	阴地翠雀花
yīn dì lěng shuǐ huā	荫地冷水花
yīn dì shé gēn cǎo	阴地蛇根草
yīn dì táng sōng cǎo	阴地唐松草
yīn dì yín lián huā	阴地银莲花
yīn dì zhēn tái cǎo	阴地针苔草
yín diǎn jí huā yì	银点棘花鮨
yìn dù qiāng jí yú	印度腔棘鱼
yín ěr xiāng sī niǎo	银耳相思鸟
yín fù bèi jiǎ nián	银腹背甲鲶
yín fù chǐ zhī lǐ	银复齿脂鲤
yín fù dān qí yú	银腹单鳍鱼
yín fù máo bí nián	银腹毛鼻鲶
yǐn fú máo kǒu nián	隐伏毛口鲶
yín guāng lì zhī lǐ	银光丽脂鲤
yín guāng suō zi xiè	银光梭子蟹
yín guāng xǐ yǒng nián	银光喜泳鲶
yǐn hòu jīn xiǎo fēng	隐后金小蜂
yín huáng róu lì diāo	银黄柔丽鲷
yǐn jí báo bì yú	隐棘薄躄鱼
yín jì diǎn pào chóng	银鲫碘泡虫
yǐn jí dù fù yú	隐棘杜父鱼
yǐn jiā hǔ ěr cǎo	隐痂虎耳草
yǐn jīng hǔ ěr cǎo	隐茎虎耳草
yín jù kǒu guāng yú	银巨口光鱼
yín kǒu tiān zhú diāo	银口天竺鲷
yīn lái hú cì qiū	因莱湖刺鳅
yǐn lín liè fù yú	隐鳞裂腹鱼
yín lóng zhàn lì yú	银龙占丽鱼
yín mài fèng wěi jué	银脉凤尾蕨
yīn mài lín gài jué	阴脉鳞盖蕨
yǐn mài lóu tī cǎo	隐脉楼梯草
yǐn mài shuāng gài jué	隐脉双盖蕨
yín máo lèi máo jué	银毛肋毛蕨
yǐn nì guǎn xū xiè	隐匿管须蟹
yín píng mǔ dān huā	银屏牡丹花
yín sè dòng qí diāo	银色洞鳍鲷
yín sè hé wěn mán	银色颌吻鳗
yín sè hú dié yú	银色蝴蝶鱼
yín sè lán zi yú	银色篮子鱼
yín sè léi shì nián	银色雷氏鲶
yín sè líng zhī lǐ	银色鲮脂鲤
yín sè ōu bái yú	银色欧白鱼
yín sè pǔ lì yú	银色朴丽鱼
yín sè tū hé yú	银色突颌鱼
yín sè tū wěn mán	银色突吻鳗
yín sè xīn yín yú	银色新银鱼
yín sè yé guāng yú	银色耶光鱼
yín shēn dàn tú yú	银身弹涂鱼
yín shēn hóng niáng yú	银身红娘鱼
yín shēn hú dié yú	银身蝴蝶鱼
yīn shēng lěng shuǐ huā	荫生冷水花
yīn shēng shǔ wěi cǎo	荫生鼠尾草
yīn shēng yán jiē cǎo	阴生沿阶草
yǐn shì diǎn pào chóng	尹氏碘泡虫
yīn shī tiě jiǎo jué	阴湿铁角蕨
yǐn suì bǐng tái cǎo	隐穗柄苔草
yín suì hú guā cǎo	银穗湖瓜草
yìn tài dào mù yú	印太盗目鱼
yǐn tiáo pǔ lì yú	隐条朴丽鱼
yín tiáo zhān tǐ chóng	银鲦粘体虫
yǐn wén shí bān yú	蚓纹石斑鱼
yín xiàn dàn tú yú	银线弹涂鱼
yìn xiǎo qí dǎo táng	印小祈祷螳
yín xiōng fǔ zhī lǐ	银胸斧脂鲤
yín xiōng kuò zuǐ niǎo	银胸阔嘴鸟
yín xiōng róu lì diāo	银胸柔丽鲷
yín xiōng sī guān niǎo	银胸丝冠鸟
yǐn yǎn xiā hǔ yú	隐眼鰕虎鱼
yǐn yào shǔ wěi cǎo	隐药鼠尾草
yín yè huǒ róng cǎo	银叶火绒草
yǐn yuán lì dēng xiǎn	隐缘立灯藓
yín yuán lì zhī lǐ	银缘丽脂鲤
yīng chún gǔ máo nián	缨唇骨锚鲶
yìng cì gāo yuán qiū	硬刺高原鳅
yīng dà yǎn lì yú	鹰大眼丽鱼
yīng dé fèng xiān huā	英德凤仙花
yíng diǎn dòu niáng yú	荧点豆娘鱼
yíng diǎn shí bān yú	萤点石斑鱼
yìng è ruǎn zǐ cǎo	硬萼软紫草
yìng fū gǒu wěi cǎo	硬稃狗尾草
yìng gǎn é guān cǎo	硬秆鹅观草
yíng guāng xīng shān yú	萤光星衫鱼
yìng guǒ lín máo jué	硬果鳞毛蕨
yīng hóng bàn lì yú	樱红伴丽鱼
yìng jiān shén xiāng cǎo	硬尖神香草
yíng jiāng biàn sè yú	盈江变色鱼
yíng jiāng fèng xiān huā	盈江凤仙花
yíng jīng jìn xī xiè	荥经近溪蟹
yìng máo bèi mián xiè	硬毛贝绵蟹
yìng máo lóu tī cǎo	硬毛楼梯草
yìng máo tù chún huā	硬毛兔唇花
yìng máo xià kū cǎo	硬毛夏枯草
yíng ní ā dì luó	蝇泥阿地螺
yīng nǚ jiào shì luó	缨女教士螺
yìng qí gāo yuán qiū	硬鳍高原鳅
yíng shēng gū tǐng huā	盈升孤挺花
yīng shì luǒ xiōng shàn	英氏裸胸鳝
yīng shì nǎo zhī lǐ	英氏瑙脂鲤
yìng tóu cuò jiǎ nián	硬头锉甲鲶
yìng tóu niè zhī lǐ	硬头啮脂鲤
yīng wǔ huì yǔ zhèng	鹦鹉喙羽症
yīng wǔ luó de ké	鹦鹉螺的壳
yīng wǔ píng zi cǎo	鹦鹉瓶子草
yīng wǔ yīng zuǐ yú	鹦鹉鹦嘴鱼
yìng yè gǔ jīng cǎo	硬叶谷精草
yīng yè lóu tī cǎo	樱叶楼梯草
yìng yè yǎn mài cǎo	硬叶偃麦草
yìng yè yě gǔ cǎo	硬叶野古草
yìng yè yín suì cǎo	硬叶银穗草
yìng yè zhū lóng cǎo	硬叶猪笼草
yìng zhí hēi mài cǎo	硬直黑麦草
yīng zuǐ yú dú sù	鹦嘴鱼毒素
yǒng ān huá xī xiè	永安华溪蟹
yǒng dé lín máo jué	永德鳞毛蕨
yōng jiàn suō zi xiè	拥剑梭子蟹
yǒng měng jiàn shè yú	勇猛剑射鱼
yǒng náng shuāng xī chóng	鲬囊双吸虫
yōng nǐ wěi bāo chóng	鳙拟尾孢虫
yǒng shùn lóu tī cǎo	永顺楼梯草
yǒng xiǎo yín hàn yú	泳小银汉鱼
yǒng xíng cān zhū luó	蛹形参珠螺
yǒng xíng gé lì luó	蛹形格粒螺
yǒng xíng shuāng zhū luó	蛹形双珠螺
yǒng xíng xiè shǒu luó	蛹形蟹守螺
yǒng zì lín máo jué	永自鳞毛蕨
yǒu bà jīng kǒu yú	有耙鲸口鱼
yóu bāo bān zhě gū	疣孢斑褶菇
yóu bǐng niú gān jūn	疣柄牛肝菌
yǒu bǐng tū zhóu jué	有柄凸轴蕨
yǒu bǐng zhū lóng cǎo	有柄猪笼草
yǒu chǐ bèi lín chóng	有齿背鳞虫
yǒu chǐ jīn xīng jué	有齿金星蕨
yǒu chǐ pà tú luó	有齿帕图螺
yǒu chì shé gēn cǎo	有翅蛇根草
yǒu chì tiě jiǎo jué	有翅铁角蕨
yǒu cì fèng wěi jué	有刺凤尾蕨
yóu dòng sì bāo jūn	游动四孢菌
yǒu gài ròu cì jué	有盖肉刺蕨
yǒu gài tiān zhú diāo	有盖天竺鲷
yǒu gài yīng wǔ luó	有盖鹦鹉螺
yǒu gěng lán zhōng huā	有梗蓝钟花
yóu guǒ lěng shuǐ huā	疣果冷水花
yóu guǒ lóu tī cǎo	疣果楼梯草
yóu guǒ piāo fú cǎo	疣果飘拂草
yóu jìn dàn shuǐ yú	油浸淡水鱼
yōu lè yè zhǐ hǔ	优乐叶趾虎
yóu lì tuán shàn xiè	疣粒团扇蟹
yōu líng jiàn dú wā	幽灵箭毒蛙
yǒu máng yā zuǐ cǎo	有芒鸭嘴草
yōu měi fèng yā jué	优美凤丫蕨
yóu miàn guān gōng xiè	疣面关公蟹
yóu ní jù gài yú	尤尼锯盖鱼
yóu sà máo bí nián	尤萨毛鼻鲶
yòu sà wǎ nà qiū	幼萨瓦纳鳅
yóu sāng xiǎo yóu nián	尤桑小油鲶
yǒu sè chā wěi diāo	莠色叉尾鲷
yóu shān zhēn juǎn luó	游山真卷螺
yóu shì lì zhī lǐ	尤氏丽脂鲤
yóu shì shì xīng nián	尤氏视星鲶
yóu shì xià zhēn yú	尤氏下鱵鱼
yóu tā dù fù yú	犹他杜父鱼
yóu tā gǔ wěi yú	犹他骨尾鱼
yóu tā xīn hǎi nián	犹他新海鲶
yóu tā yà kǒu yú	犹他亚口鱼
yōu tán pó luó huā	优昙婆罗花
yóu tū duǎn jiǎo xiè	疣突短角蟹
yǒu xiàn tū zhóu jué	有腺凸轴蕨
yǒu xiàn zhū lóng cǎo	有腺猪笼草
yōu yǎ diǎn pào chóng	优雅碘泡虫
yōu yǎ lín máo jué	优雅鳞毛蕨
yōu yǎ sān máo cǎo	优雅三毛草
yǒu yáng lóu tī cǎo	酉阳楼梯草
yóu yè zuì yú cǎo	莸叶醉鱼草
yǒu yóu yīng xióng xiè	有疣英雄蟹
yǒu yǔ máo kǒng lóng	有羽毛恐龙
