ā kā piàn	阿咖片
fáng fēng tōng shèng nóng suō wán	防风通圣浓缩丸
fáng fēng tōng shèng wán shuǐ wán	防风通圣丸水丸
fāng míng chái hú shū gān sàn	方名柴胡疏肝散
fǎng xì bāo nèi yè xíng yè	仿细胞内液型液
fǎng xì bāo wài yè xíng yè	仿细胞外液型液
fēi bǎo hé shuǐ liú kuò sàn	非饱和水流扩散
fēi bù bǐng chún ruǎn jiāo náng	非布丙醇软胶囊
fēi jūn zhì xuán zhuǎn sè sàn	非均质旋转色散
fēi luò dì píng huǎn shì piàn	非洛地平缓释片
fēi nà gēn zhǐ ké táng jiāng	非那根止咳糖浆
fēi nà xióng àn fēn sǎn piàn	非那雄胺分散片
fēi nuò bèi tè fēn sǎn piàn	非诺贝特分散片
fēi nuò bèi tè jǔ jué piàn	非诺贝特咀嚼片
fēi nuò luò fēn gài jiāo náng	非诺洛芬钙胶囊
fèi yán qīng rè kǒu fú yè	肺炎清热口服液
fēi zhōu cì lǐ sù jiāo náng	非洲刺李素胶囊
fēn huáng yǐ àn zhù shè yè	酚磺乙胺注射液
fēn má měi mǐn hùn xuán yè	酚麻美敏混悬液
fēn má měi mǐn jǔ jué piàn	酚麻美敏咀嚼片
fēn má měi mǐn kǒu fú yè	酚麻美敏口服液
fēn tài ní tòu pí tiē jì	芬太尼透皮贴剂
fēn tuǒ lā míng fēn sǎn piàn	酚妥拉明分散片
fēn tuǒ lā míng zhù shè yè	酚妥拉明注射液
fēng hán gǎn mào níng kē lì	风寒感冒宁颗粒
fēng hán shuāng lí guǎi jiāo náng	风寒双离拐胶囊
fēng lì fā diàn jī yè piàn	风力发电机叶片
fēng liǎo cháng wèi kāng hé jì	枫蓼肠胃康合剂
fēng liǎo cháng wèi kāng jiāo náng	枫蓼肠胃康胶囊
fēng liǎo cháng wèi kāng kē lì	枫蓼肠胃康颗粒
fēng shī gǔ tòng níng jiāo náng	风湿骨痛宁胶囊
fēng shī gǔ tòng wán shuǐ wán	风湿骨痛丸水丸
fēng wáng jiāng dòng gān hán piàn	蜂王浆冻干含片
fēng wáng pái nǚ bǎo jiāo náng	蜂王牌女宝胶囊
fó shān rén shēn zài zào wán	佛山人参再造丸
fú bāo mì dìng zhù shè yè	氟胞嘧啶注射液
fú bǐ luò fēn huǎn shì piàn	氟比洛芬缓释片
fù ěr shuǎng wài yòng jiāo náng	妇尔爽外用胶囊
fú fá tā tīng nà jiāo náng	氟伐他汀钠胶囊
fù fāng ā běn dá zuò piàn	复方阿苯达唑片
fù fāng ā mǐ luò lì piàn	复方阿米洛利片
fù fāng ā mǐ sān qín piàn	复方阿米三嗪片
fù fāng ā sī pǐ lín piàn	复方阿司匹林片
fù fāng ài luó bǔ nǎo zhī	复方艾罗补脑汁
fù fāng ān běn dié dìng piàn	复方氨苯蝶啶片
fù fāng ān fēi nà lín piàn	复方氨非那林片
fù fāng ān fēn chuān xīn lián	复方氨酚穿心莲
fù fāng ān fēn měi shā fēn	复方氨酚美沙芬
fù fāng ān fēn pú xīn piàn	复方氨酚葡锌片
fù fāng ān fēn wán àn piàn	复方氨酚烷胺片
fù fāng ān fēn wán ān piàn	复方氨芬烷安片
fù fāng ān fēn wán ān piàn	复方氨酚烷氨片
fù fāng ān fēn wán jiāo náng	复方氨酚烷胶囊
fù fāng ān jī suān jiāo náng	复方氨基酸胶囊
fù fāng ān lín bā bǐ tuǒ	复方氨林巴比妥
fù fāng ān mǐn gǒu zǎi huā	复方氨敏狗仔花
fù fāng áo jiǎ ruǎn gān piàn	复方螯甲软肝片
fù fāng bā dàn rén kē lì	复方巴旦仁颗粒
fù fāng bái tóu wēng jiāo náng	复方白头翁胶囊
fù fāng bǎn lán gēn jiāo náng	复方板蓝根胶囊
fù fāng bǎn lán gēn kē lì	复方板蓝根颗粒
fù fāng bǎn lán gēn kē lì	复方板篮根颗粒
fù fāng běi wǔ wèi zǐ piàn	复方北五味子片
fù fāng běn jiǎ suān chá jì	复方苯甲酸搽剂
fù fāng běn jiǎ suān ruǎn gāo	复方苯甲酸软膏
fù fāng běn jiǎ suān tú jì	复方苯甲酸涂剂
fù fāng běn xiāo nà mǐn piàn	复方苯硝那敏片
fù fāng biē jiǎ ruǎn gān piàn	复方鳖甲软肝片
fù fāng bǐng gǔ àn jiāo náng	复方丙谷胺胶囊
fù fāng bò he dī bí yè	复方薄荷滴鼻液
fù fāng bò hé nǎo ruǎn gāo	复方薄荷脑软膏
fù fāng bò he yóu dī bí	复方薄荷油滴鼻
fù fāng bō luó dàn bái méi	复方菠萝蛋白酶
fù fāng bǔ gǔ zhī kē lì	复方补骨脂颗粒
fù fāng bù luò fēn níng jiāo	复方布洛芬凝胶
fù fāng cǎo shān hú hán piàn	复方草珊瑚含片
fù fāng cǎo yù méi hán piàn	复方草玉梅含片
fù fāng chá tóng huǎn shì piàn	复方茶酮缓释片
fù fāng chóng cǎo kǒu fú yè	复方虫草口服液
fù fāng chuān bèi jīng jiāo náng	复方川贝精胶囊
fù fāng chuí pén cǎo kē lì	复方垂盆草颗粒
fù fāng chuí pén cǎo táng jiāng	复方垂盆草糖浆
fù fāng cí èr chún tiē piàn	复方雌二醇贴片
fù fāng cì wǔ jiā kē lì	复方刺五加颗粒
fù fāng cì wǔ jiā táng jiāng	复方刺五加糖浆
fù fāng cù suān mián fēn piàn	复方醋酸棉酚片
fù fāng dà hóng páo zhǐ xuè	复方大红袍止血
fù fāng dá kè níng shuāng jì	复方达克宁霜剂
fù fāng dà qīng yè hé jì	复方大青叶合剂
fù fāng dà qīng yè kē lì	复方大青叶颗粒
fù fāng dà qīng yè zhù shè	复方大青叶注射
fù fāng dà suàn yóu jiāo náng	复方大蒜油胶囊
fù fāng dān shēn kǒu fú yè	复方丹参口服液
fù fāng dān shēn pēn wù jì	复方丹参喷雾剂
fù fāng dān shēn piàn táng yī	复方丹参片糖衣
fù fāng dān shēn qì wù jì	复方丹参气雾剂
fù fāng dān shēn ruǎn jiāo náng	复方丹参软胶囊
fù fāng dān shēn táng yī piàn	复方丹参糖衣片
fù fāng dān shēn zhù shè yè	复方丹参注射液
fù fāng dǎn tōng piàn táng yī	复方胆通片糖衣
fù fāng dān zhì piàn táng yī	复方丹蛭片糖衣
fù fāng dāng guī yà tiě piàn	复方当归亚铁片
fù fāng dāng guī zhù shè yè	复方当归注射液
fù fāng dì ēn fēn ruǎn gāo	复方地蒽酚软膏
fù fāng dì fēn nuò zhǐ piàn	复方地芬诺酯片
fù fāng dī fēn nuò zhǐ piàn	复方滴芬诺酯片
fù fāng dì fú kǒu fú yè	复方地茯口服液
fù fāng dì huáng bǔ shèn jiǔ	复方地黄补肾酒
fù fāng dì sāi mǐ sōng rǔ	复方地塞米松乳
fù fāng dì sāi mǐ sōng ruǎn	复方地塞米松软
fù fāng diān qié bì měi piàn	复方颠茄铋镁片
fù fāng diān qié kǒu fú yè	复方颠茄口服液
fù fāng dīng xiāng kāi wèi tiē	复方丁香开胃贴
fù fāng dīng xiāng luó lè yóu	复方丁香罗勒油
fù fāng dōng líng cǎo hán piàn	复方冬凌草含片
fù fāng dù zhòng qiáng yāo jiǔ	复方杜仲强腰酒
fù fāng duō wéi yuán sù piàn	复方多维元素片
fù fāng ē jiāo bǔ xuè gāo	复方阿胶补血膏
fù fāng èr jiǎ jī guī yóu	复方二甲基硅油
fù fāng fēn kā wěi má jiāo	复方酚咖伪麻胶
fù fāng fèng dǎn kǒu fú yè	复方凤胆口服液
fù fāng fēng shī níng jiāo náng	复方风湿宁胶囊
fù fāng fēng wáng jīng jiāo náng	复方蜂王精胶囊
fù fāng fū dì dī bí yè	复方呋地滴鼻液
fù fāng fú ěr kě dìng kǒu	复方福尔可定口
fù fāng fú mǐ sōng ruǎn gāo	复方氟米松软膏
fù fāng fū nán xī lín sàn	复方呋喃西林散
fù fāng fú niào mì dìng piàn	复方氟尿嘧啶片
fù fāng fú róng pào téng shuān	复方芙蓉泡腾栓
fù fāng gān cǎo kǒu fú róng	复方甘草口服溶
fù fāng gān cǎo kǒu fú yè	复方甘草口服液
fù fāng gān cǎo lǚ měi piàn	复方甘草铝镁片
fù fāng gān cǎo suān gān piàn	复方甘草酸苷片
fù fāng gān cǎo xì xīn tāng	复方甘草细辛汤
fù fāng gān jìn gāo jiāo náng	复方肝浸膏胶囊
fù fāng gān jìn gāo táng jiāng	复方肝浸膏糖浆
fù fāng gǎn mào líng jiāo náng	复方感冒灵胶囊
fù fāng gǎn mào líng kē lì	复方感冒灵颗粒
fù fāng gān shuǐ jiě wù piàn	复方肝水解物片
fù fāng gān sù nà niào náng	复方肝素钠尿囊
fù fāng gān yóu zhù shè yè	复方甘油注射液
fù fāng gé jiè kǒu fú yè	复方蛤蚧口服液
fù fāng gōng yīng piàn táng yī	复方公英片糖衣
fù fāng gōng yīng táng yī piàn	复方公英糖衣片
fù fāng gǒu qǐ zǐ kē lì	复方枸杞子颗粒
fù fāng gǔ tài zhù shè yè	复方骨肽注射液
fù fāng gǔ xiān àn kē lì	复方谷酰胺颗粒
fù fāng guā zǐ jīn hán piàn	复方瓜子金含片
fù fāng guā zǐ jīn kē lì	复方瓜子金颗粒
fù fāng há qīng zhù shè yè	复方蛤青注射液
fù fāng hǎi lóng kǒu fú yè	复方海龙口服液
fù fāng hǎi mǎ zhuī fēng yóu	复方海马追风油
fù fāng hēi yǐ jiàn shèn jiǔ	复方黑蚁健肾酒
fù fāng hóng dòu shān jiāo náng	复方红豆杉胶囊
fù fāng hóng téng guàn cháng yè	复方红藤灌肠液
fù fāng hǔ zhàng ān mǐn piàn	复方虎杖氨敏片
fù fāng hǔ zhàng shāo shāng yóu	复方虎杖烧伤油
fù fāng huán bǐng yùn tóng piàn	复方环丙孕酮片
fù fāng huán lín xiān àn piàn	复方环磷酰胺片
fù fāng huáng àn jiǎ è zuò	复方磺胺甲恶唑
fù fāng huáng àn jiǎ kē lì	复方磺胺甲颗粒
fù fāng huáng àn jiǎ zuò piàn	复方磺胺甲唑片
fù fāng huáng àn mì dìng piàn	复方磺胺嘧啶片
fù fāng huáng àn mì dìng sàn	复方磺胺嘧啶散
fù fāng huáng àn mì dìng xīn	复方磺胺嘧啶锌
fù fāng huáng àn yì è zuò	复方磺胺异恶唑
fù fāng huáng qí kǒu fú yè	复方黄芪口服液
fù fāng huó nǎo shū jiāo náng	复方活脑舒胶囊
fù fāng jī gǔ cǎo jiāo náng	复方鸡骨草胶囊
fù fāng jí xiáng cǎo hán piàn	复方吉祥草含片
fù fāng jiǎ běn mī zuò piàn	复方甲苯咪唑片
fù fāng jiǎ dì yùn tóng piàn	复方甲地孕酮片
fù fāng jiǎ jī xiān wéi sù	复方甲基纤维素
fù fāng jiǎ má kǒu fú yè	复方甲麻口服液
fù fāng jiǎ xiāo zuò rǔ gāo	复方甲硝唑乳膏
fù fāng jiǎ yǎng nà míng jiāo	复方甲氧那明胶
fù fāng jié gěng zhǐ ké piàn	复方桔梗止咳片
fù fāng jīn qián cǎo kē lì	复方金钱草颗粒
fù fāng jīn qián cǎo qīng rè	复方金钱草清热
fù fāng jīn yín huā chōng jì	复方金银花冲剂
fù fāng jīn yín huā kē lì	复方金银花颗粒
fù fāng jīng jiè xūn xǐ jì	复方荆芥熏洗剂
fù fāng jiù bì yīng jiāo náng	复方救必应胶囊
fù fāng kǎ bǐ duō bā piàn	复方卡比多巴片
fù fāng kǎ lì zī rán dīng	复方卡力孜然酊
fù fāng kǎ tuō pǔ lì piàn	复方卡托普利片
fù fāng kè méi zuò rǔ gāo	复方克霉唑乳膏
fù fāng kè méi zuò ruǎn gāo	复方克霉唑软膏
fù fāng kǒu fú bì yùn yào	复方口服避孕药
fù fāng kǒu qiāng xiāo yán mó	复方口腔消炎膜
fù fāng kǔ mù xiāo yán piàn	复方苦木消炎片
fù fāng kǔ shēn cháng yán kāng	复方苦参肠炎康
fù fāng kǔ shēn zhù shè yè	复方苦参注射液
fù fāng kuí níng zhù shè yè	复方喹宁注射液
fù fāng kuí níng zhù shè yè	复方奎宁注射液
fù fāng lè mǎ huí kē lì	复方勒马回颗粒
fù fāng léi ní tì dīng piàn	复方雷尼替丁片
fù fāng lì duō kǎ yīn rǔ	复方利多卡因乳
fù fāng lì fú píng jiāo náng	复方利福平胶囊
fù fāng lí zhī rùn fèi chá	复方梨汁润肺茶
fù fāng lián běn shuāng zhǐ piàn	复方联苯双酯片
fù fāng lián xīn kǒu fú yè	复方莲芯口服液
fù fāng liǎng miàn zhēn hán piàn	复方两面针含片
fù fāng lín méi sù jiāo náng	复方磷霉素胶囊
fù fāng lín suān pài kuí piàn	复方磷酸哌喹片
fù fāng lín suān qīng nà piàn	复方磷酸氢钠片
fù fāng líng jiǎo jiàng yā piàn	复方羚角降压片
fù fāng liú suān yà tiě piàn	复方硫酸亚铁片
fù fāng liǔ zuò qì wù jì	复方柳唑气雾剂
fù fāng lóng nǎo zhāng nǎo yóu	复方龙脑樟脑油
fù fāng lú gān shí xǐ jì	复方炉甘石洗剂
fù fāng lú gān shí yǎn gāo	复方炉甘石眼膏
fù fāng lú sǔn kǒu fú yè	复方芦笋口服液
fù fāng lù xiān cǎo kē lì	复方鹿仙草颗粒
fù fāng luó bù má chōng jì	复方罗布麻冲剂
fù fāng luó bù má kē lì	复方罗布麻颗粒
fù fāng luó bù má piàn jì	复方罗布麻片剂
fù fāng luó hàn guǒ hán piàn	复方罗汉果含片
fù fāng luó hàn guǒ zhǐ ké	复方罗汉果止咳
fù fāng lǜ jǐ dìng pēn jì	复方氯己定喷剂
fù fāng lǜ méi sù xǐ jì	复方氯霉素洗剂
fù fāng lǚ suān bì jiāo náng	复方铝酸铋胶囊
fù fāng lǜ zuò shā zōng piàn	复方氯唑沙宗片
fù fāng má huáng pēn bí sàn	复方麻黄喷鼻散
fù fāng mǎ qí tōng jiāo náng	复方马其通胶囊
fù fāng mǎ yǐ zhuàng gǔ jiǔ	复方蚂蚁壮骨酒
fù fāng mǎn shān bái kē lì	复方满山白颗粒
fù fāng mǎn shān bái táng jiāng	复方满山白糖浆
fù fāng mǎn shān hóng jiāo náng	复方满山红胶囊
fù fāng mǎn shān hóng táng jiāng	复方满山红糖浆
fù fāng màn tuó luó yào shuǐ	复方曼陀罗药水
fù fāng měi shā fēn jiāo náng	复方美沙芬胶囊
fù fāng mǐ fēi sī tóng piàn	复方米非司酮片
fù fāng mī kāng zuò ruǎn gāo	复方咪康唑软膏
fù fāng mù jī kǒu fú yè	复方木鸡口服液
fù fāng mù xiāng lǚ měi piàn	复方木香铝镁片
fù fāng nán bǎn lán gēn piàn	复方南板蓝根片
fù fāng nán guā yǎng yīn sàn	复方南瓜养阴散
fù fāng nán xīng zhǐ tòng gāo	复方南星止痛膏
fù fāng ní ěr cí chún piàn	复方尼尔雌醇片
fù fāng níng rǔ méi jiāo náng	复方凝乳酶胶囊
fù fāng niú huáng qīng wèi wán	复方牛黄清胃丸
fù fāng niú huáng suān jiāo náng	复方牛磺酸胶囊
fù fāng pēi gān tiě ǎn piàn	复方胚肝铁铵片
fù fāng péng shā hán shù yè	复方硼砂含漱液
fù fāng péng shā shù kǒu piàn	复方硼砂漱口片
fù fāng piàn zǎi huáng ruǎn gāo	复方片仔癀软膏
fù fāng píng bèi kǒu fú yè	复方平贝口服液
fù fāng pú gōng yīng zhù shè	复方蒲公英注射
fù fāng pú qín piàn táng yī	复方蒲芩片糖衣
fù fāng pú qín táng yī piàn	复方蒲芩糖衣片
fù fāng qì guǎn yán jiāo náng	复方气管炎胶囊
fù fāng qī yè zào gān nà	复方七叶皂苷钠
fù fāng qiǎng jiǎ xiāng dòu sù	复方羟甲香豆素
fù fāng qiáng wēi hóng jǐng tiān	复方蔷薇红景天
fù fāng qín lán kǒu fú yè	复方芩兰口服液
fù fāng qìng dà méi sù mó	复方庆大霉素膜
fù fāng qīng hāo ān nǎi jìn	复方青蒿安乃近
fù fāng qīng hāo pēn wù jì	复方青蒿喷雾剂
fù fāng qīng yǎng huà lǚ piàn	复方氢氧化铝片
fù fāng qǔ tài zhù shè yè	复方曲肽注射液
fù fāng quē nuò yùn tóng piàn	复方炔诺孕酮片
fù fāng ruǎn féi zào chá jì	复方软肥皂搽剂
fù fāng sān qī bǔ xuè piàn	复方三七补血片
fù fāng sān qī kǒu fú yè	复方三七口服液
fù fāng sān qín lú dīng piàn	复方三嗪芦丁片
fù fāng sān yè xiāng chá cài	复方三叶香茶菜
fù fāng sāng jú gǎn mào piàn	复方桑菊感冒片
fù fāng sāng shèn kǒu fú yè	复方桑椹口服液
fù fāng shā jí zǐ yóu shuān	复方沙棘籽油栓
fù fāng shé chuáng zi xǐ jì	复方蛇床子洗剂
fù fāng shé dǎn chén pí mò	复方蛇胆陈皮末
fù fāng shé dǎn chuān bèi mò	复方蛇胆川贝末
fù fāng shé dǎn chuān bèi sàn	复方蛇胆川贝散
fù fāng shè xiāng cǎo fēn dīng	复方麝香草酚酊
fù fāng shè xiāng cǎo fēn sàn	复方麝香草酚散
fù fāng shè xiāng zhù shè yè	复方麝香注射液
fù fāng shé yóu tàng shāng gāo	复方蛇油烫伤膏
fú fāng shēn qí kǒu fú yè	扶芳参芪口服液
fù fāng shēn qí wéi jiāo náng	复方参芪维胶囊
fù fāng shèn yán piàn táng yī	复方肾炎片糖衣
fù fāng shí hú piàn táng yī	复方石斛片糖衣
fù fāng shǒu wū dì huáng wán	复方首乌地黄丸
fù fāng shǒu wū kǒu fú yè	复方首乌口服液
fù fāng shuāng huā jǔ jué piàn	复方双花咀嚼片
fù fāng shuāng huā kǒu fú yè	复方双花口服液
fù fāng shuāng huā téng zhǐ yǎng	复方双花藤止痒
fù fāng shuāng jīn zhì chuāng gāo	复方双金痔疮膏
fù fāng shuāng jǐng qū qín piàn	复方双肼屈嗪片
fù fāng shuāng qín lì xuè píng	复方双嗪利血平
fù fāng shuāng quē shī tàn zhǐ	复方双炔失碳酯
fù fāng shuǐ yáng suān chá jì	复方水杨酸搽剂
fù fāng shuǐ yáng suān ruǎn gāo	复方水杨酸软膏
fù fāng sì qín lì xuè píng	复方四嗪利血平
fù fāng sì wéi nǚ zhēn zǐ	复方四维女贞子
fù fāng sì wéi yà tiě sàn	复方四维亚铁散
fù fāng sī yà dàn shēng fà	复方斯亚旦生发
fù fāng sōng chún nà mǐn piàn	复方松醇那敏片
fù fāng suǒ yáng kǒu fú yè	复方锁阳口服液
fù fāng tài zi shēn kē lì	复方太子参颗粒
fù fāng tài zi shēn zhǐ ké	复方太子参止咳
fù fāng tàn suān qīng nà piàn	复方碳酸氢钠片
fù fāng téng guǒ zhì chuāng shuān	复方藤果痔疮栓
fù fāng tì jiā fú jiāo náng	复方替加氟胶囊
fù fāng tì xiāo zuò xǐ yè	复方替硝唑洗液
fù fāng tiān má mì huán táng	复方天麻蜜环糖
fù fāng tiān má yì yīn jiǔ	复方天麻益阴酒
fù fāng tián qī wèi tòng piàn	复方田七胃痛片
fù fāng tiě xiàn zhǐ xuè fěn	复方铁苋止血粉
fù fāng tóng kāng zuò ruǎn gāo	复方酮康唑软膏
fù fāng tóng kāng zuò xǐ jì	复方酮康唑洗剂
fù fāng tóng yè shāo shāng yóu	复方桐叶烧伤油
fù fāng tóu bāo kè luò piàn	复方头孢克洛片
fù fāng tòu gǔ xiāng rǔ gāo	复方透骨香乳膏
fù fāng wàn nián qīng jiāo náng	复方万年青胶囊
fù fāng wáng bù liú xíng piàn	复方王不留行片
fù fāng wèi dàn bái méi sàn	复方胃蛋白酶散
fù fāng wèi mó sù jiāo náng	复方胃膜素胶囊
fù fāng wèi níng piàn táng yī	复方胃宁片糖衣
fù fāng wú huā guǒ hán piàn	复方无花果含片
fù fāng wū jī kǒu fú yè	复方乌鸡口服液
fù fāng wǔ jiā cān kē lì	复方五加参颗粒
fù fāng wū lǐ kǒu fú yè	复方乌鳢口服液
fù fāng wǔ rén chún jiāo náng	复方五仁醇胶囊
fù fāng wǔ wèi zǐ táng jiāng	复方五味子糖浆
fù fāng xī huáng cǎo kē lì	复方溪黄草颗粒
fù fāng xī líng jiě dú piàn	复方西羚解毒片
fù fāng xī líng jiě dú wán	复方西羚解毒丸
fù fāng xià kū cǎo jiàng yā	复方夏枯草降压
fù fāng xiān hè cǎo cháng yán	复方仙鹤草肠炎
fù fāng xiān líng fēng shī jiǔ	复方仙灵风湿酒
fù fāng xiān shí hú kē lì	复方鲜石斛颗粒
fù fāng xiǎo ér tuì rè shuān	复方小儿退热栓
fù fāng xiāo huà méi jiāo náng	复方消化酶胶囊
fù fāng xiāo suān gān yóu piàn	复方硝酸甘油片
fù fāng xié cǎo yá tòng dīng	复方缬草牙痛酊
fù fāng xīn bù kē lì jì	复方锌布颗粒剂
fù fāng xīn méi sù ruǎn gāo	复方新霉素软膏
fù fāng xīn méi sù yǎn yào	复方新霉素眼药
fù fāng xīn péng sàn zú fěn	复方锌硼散足粉
fù fāng xīn tiě gài kē lì	复方锌铁钙颗粒
fù fāng xìng xiāng tù ěr fēng	复方杏香兔耳风
fù fāng xióng dǎn bò he hán	复方熊胆薄荷含
fù fāng xióng dǎn dī yǎn yè	复方熊胆滴眼液
fù fāng xiù bǐng àn tài lín	复方溴丙胺太林
fù fāng xù duàn jiē gǔ wán	复方续断接骨丸
fù fāng xuán jū kǒu fú yè	复方玄驹口服液
fù fāng xuán jū yì qì piàn	复方玄驹益气片
fù fāng xuè shuān tōng dī wán	复方血栓通滴丸
fù fāng xuè shuān tōng jiāo náng	复方血栓通胶囊
fù fāng yá tòng níng chá jì	复方牙痛宁搽剂
fù fāng yà yóu suān gài piàn	复方亚油酸钙片
fù fāng yán bái cài sù piàn	复方岩白菜素片
fù fāng yǎng huà xīn ruǎn gāo	复方氧化锌软膏
fù fāng yáng jiǎo piàn táng yī	复方羊角片糖衣
fù fāng yáng jiǎo táng yī piàn	复方羊角糖衣片
fù fāng yě mǎ zhuī kē lì	复方野马追颗粒
fù fāng yě mǎ zhuī táng jiāng	复方野马追糖浆
fù fāng yè suān zhù shè yè	复方叶酸注射液
fù fāng yǐ àn mì dìng piàn	复方乙胺嘧啶片
fù fāng yì bǐng tuō xiù ǎn	复方异丙托溴铵
fù fāng yì gān líng jiāo náng	复方益肝灵胶囊
fù fāng yì mǔ cǎo jiāo náng	复方益母草胶囊
fù fāng yì mǔ kǒu fú yè	复方益母口服液
fù fāng yī nà pǔ lì piàn	复方依那普利片
fù fāng yì zhī hāo kē lì	复方一枝蒿颗粒
fù fāng yǐn duǒ měi xīn dīng	复方吲哚美辛酊
fù fāng yín ěr yú gān yóu	复方银耳鱼肝油
fù fāng yín huáng kǒu fú yè	复方银黄口服液
fù fāng yín huáng zhù shè yè	复方银黄注射液
fù fāng yín qiào ān mǐn jiāo	复方银翘氨敏胶
fù fāng yín xìng yè kē lì	复方银杏叶颗粒
fù fāng yíng yǎng hùn xuán jì	复方营养混悬剂
fù fāng yōu fū shuāng ruǎn gāo	复方优肤霜软膏
fù fāng yù chuàng lán yóu tīng	复方愈创蓝油烃
fù fāng yú gān zǐ lì yān	复方余甘子利咽
fù fāng yú xīng cǎo hé jì	复方鱼腥草合剂
fù fāng yú xīng cǎo jiāo náng	复方鱼腥草胶囊
fù fāng yú xīng cǎo kē lì	复方鱼腥草颗粒
fù fāng yú xīng cǎo kǒu fú	复方鱼腥草口服
fù fāng yuán hú zhǐ tòng piàn	复方元胡止痛片
fù fāng yùn èr xī tóng piàn	复方孕二烯酮片
fù fāng zhēn zhū àn chuāng piàn	复方珍珠暗疮片
fù fāng zhēn zhū kǒu fú yè	复方珍珠口服液
fù fāng zhì jīn gān kē lì	复方制金柑颗粒
fù fāng zhī zi qì wù jì	复方栀子气雾剂
fù fāng zhī zi zhǐ tòng gāo	复方栀子止痛膏
fù fāng zǐ cǎo qì wù jì	复方紫草气雾剂
fù fāng zǔ sī má zhǐ tòng	复方祖司麻止痛
fú fèn nǎi jìng zhù shè yè	氟奋乃静注射液
fù gān jiàng zhī kǒu fú yè	复肝降脂口服液
fú gé liè bō táng jiāo náng	伏格列波糖胶囊
fù hé ān jī suān jiāo náng	复合氨基酸胶囊
fù hé níng rǔ méi jiāo náng	复合凝乳酶胶囊
fù hé rǔ suān jūn jiāo náng	复合乳酸菌胶囊
fú huà nà gān yóu hú jì	氟化钠甘油糊剂
fú jī biǎo miàn huó xìng jì	氟基表面活性剂
fù kē bái fèng kǒu fú yè	妇科白凤口服液
fù kē fēn qīng wán shuǐ wán	妇科分清丸水丸
fù kē yǎng róng nóng suō wán	妇科养荣浓缩丸
fú kuí nuò tóng lèi yào wù	氟喹诺酮类药物
fú líng xìng rén gān cǎo tāng	茯苓杏仁甘草汤
fú luó shā xīng fēn sǎn piàn	氟罗沙星分散片
fú luó shā xīng zhù shè yè	氟罗沙星注射液
fú lǜ xī lín nà jiāo náng	氟氯西林钠胶囊
fù mǎ suān kuí liú píng piàn	富马酸喹硫平片
fù mǎ suān kuí liú píng piàn	富马酸奎硫平片
fù mǎ suān tóng tì fēn piàn	富马酸酮替芬片
fù mǎ suān yà tiě jiāo náng	富马酸亚铁胶囊
fú ma xī ní zhù shè yè	氟吗西尼注射液
fú mǎ xī ní zhù shè yè	氟马西尼注射液
fū nán liú àn zhù shè yè	呋喃硫胺注射液
fū nán tuǒ yīn cháng róng piàn	呋喃妥因肠溶片
fū niào biàn qīng méi sù jiǎ	呋脲苄青霉素钾
fū niào biàn qīng méi sù nà	呋脲苄青霉素钠
fú niào mì dìng kǒu fú rǔ	氟尿嘧啶口服乳
fú niào mì dìng kǒu fú yè	氟尿嘧啶口服液
fú niào mì dìng zhù shè yè	氟尿嘧啶注射液
fú pài dìng chún zhù shè yè	氟哌啶醇注射液
fú pài lì duō zhù shè yè	氟哌利多注射液
fù shé kàng fēng shī jiāo náng	蝮蛇抗风湿胶囊
fū xī dì suān rǔ gāo jì	夫西地酸乳膏剂
fú xī èr shì fēn shì yè	福西二氏酚试液
fù xiè níng pào téng kē lì	腹泻宁泡腾颗粒
fù xuè tiě yè suān jiāo náng	富血铁叶酸胶囊
fù yán kāng fù jǔ jué piàn	妇炎康复咀嚼片
fū yǎng kē lì wú táng xíng	肤痒颗粒无糖型
fù yuán gù jīng wēn shèn sàn	复元固精温肾散
fú zhèng sàn jié kǒu fú yè	扶正散结口服液
fù zǐ lǐ zhōng kǒu fú yè	附子理中口服液
fù zǐ lǐ zhōng nóng suō wán	附子理中浓缩丸
gá bèi pú àn zhù shè yè	钆贝葡胺注射液
gài dàn bái méi yì zhì jì	钙蛋白酶抑制剂
gān ān suān chá jiǎn nà piàn	甘氨酸茶碱钠片
gān cǎo suān dān jiǎ yán piàn	甘草酸单钾盐片
gān cǎo suān èr ǎn cháng róng	甘草酸二铵肠溶
gān cǎo suān èr ǎn jiāo náng	甘草酸二铵胶囊
gān cǎo suān èr àn jiāo náng	甘草酸二胺胶囊
gān cǎo tián sù táng yī piàn	甘草甜素糖衣片
gān dǎn shuāng qīng kǒu fú yè	肝胆双清口服液
gān jiāng rén shēn bàn xià wán	干姜人参半夏丸
gān lù chún yān suān zhǐ piàn	甘露醇烟酸酯片
gān lù jiě rè kǒu fú yè	甘露解热口服液
gān lù jù táng tài jiāo náng	甘露聚糖肽胶囊
gǎn mào jiě dú líng kē lì	感冒解毒灵颗粒
gǎn mào líng báo mó yī piàn	感冒灵薄膜衣片
gǎn mào qīng rè kǒu fú yè	感冒清热口服液
gǎn mào qīng rè ruǎn jiāo náng	感冒清热软胶囊
gǎn mào tuì rè kǒu fú yè	感冒退热口服液
gǎn mào yán ké líng táng jiāng	感冒炎咳灵糖浆
gǎn mào zhǐ ké kǒu fú yè	感冒止咳口服液
gān shuǐ jiě tài zhù shè yè	肝水解肽注射液
gān sū kē lì wú táng xíng	肝苏颗粒无糖型
